Date,Stock_Name,Open_Price,High_Price,Low_Price,Close_Price,Volume,Daily_Return
2025-08-13,HDFCBANK.NS,997.0,997.0,984.5499877929688,990.1500244140625,13577396,0.5279468138062349
2025-08-14,HDFCBANK.NS,989.0,998.0,985.5999755859375,995.5499877929688,17511716,0.545368201359353
2025-08-18,HDFCBANK.NS,1005.0,1013.2999877929688,997.7999877929688,1001.7999877929688,19284796,0.6277936895821457
2025-08-19,HDFCBANK.NS,999.1500244140625,1003.0499877929688,993.3499755859375,995.5499877929688,12352438,-0.6238770289635487
2025-08-20,HDFCBANK.NS,993.5,996.0,989.5,994.0999755859375,9950228,-0.14564936214260804
2025-08-21,HDFCBANK.NS,998.75,998.75,991.5999755859375,995.5999755859375,12439850,0.15089025619539065
2025-08-22,HDFCBANK.NS,994.9500122070312,998.0,978.5499877929688,982.2999877929688,19833502,-1.3358766692557755
2025-08-25,HDFCBANK.NS,980.0999755859375,988.7000122070312,978.5,982.0499877929688,17518044,-0.025450473695076692
2025-08-26,HDFCBANK.NS,979.5,985.7000122070312,968.0,973.4000244140625,16917731,-0.8808068312638473
2025-08-28,HDFCBANK.NS,967.0,972.2000122070312,955.0,957.7999877929688,25438255,-1.6026336788397155
2025-08-29,HDFCBANK.NS,954.0,963.2999877929688,950.0999755859375,951.5999755859375,14823813,-0.6473180503288378
2025-09-01,HDFCBANK.NS,949.5999755859375,957.4500122070312,946.3499755859375,950.5999755859375,20178344,-0.10508617335600601
2025-09-02,HDFCBANK.NS,951.0,954.7999877929688,944.0,944.5,14196320,-0.6416974271619913
2025-09-03,HDFCBANK.NS,945.0,956.2999877929688,940.0,954.4500122070312,16083481,1.053468735524743
2025-09-04,HDFCBANK.NS,960.2000122070312,965.7000122070312,956.25,961.25,17597657,0.7124509095290055
2025-09-05,HDFCBANK.NS,967.5,967.5,954.0499877929688,963.4000244140625,11602111,0.2236696399544824
2025-09-08,HDFCBANK.NS,969.0,973.1500244140625,960.4500122070312,966.0,11711307,0.2698749761314234
2025-09-09,HDFCBANK.NS,974.0,974.4000244140625,962.7000122070312,965.1500244140625,13985539,-0.08798919109084258
2025-09-10,HDFCBANK.NS,973.9000244140625,973.9000244140625,961.7000122070312,965.9000244140625,18091100,0.07770812630454316
2025-09-11,HDFCBANK.NS,960.2999877929688,969.25,959.9000244140625,967.7999877929688,15113633,0.196703937351983
2025-09-12,HDFCBANK.NS,969.9000244140625,970.75,962.25,967.2999877929688,14363519,-0.0516635675043009
2025-09-15,HDFCBANK.NS,969.5999755859375,972.3499755859375,965.0,967.0499877929688,14486377,-0.02584513627157392
2025-09-16,HDFCBANK.NS,961.2000122070312,969.3499755859375,961.2000122070312,966.8499755859375,18661794,-0.020682716463060746
2025-09-17,HDFCBANK.NS,965.1500244140625,974.4000244140625,964.3499755859375,966.5,17361476,-0.036197506828850035
2025-09-18,HDFCBANK.NS,973.2999877929688,979.6500244140625,969.25,976.9000244140625,17791598,1.07605012044103
2025-09-19,HDFCBANK.NS,974.9000244140625,976.7000122070312,962.0999755859375,966.9000244140625,31243267,-1.0236462022813364
